time,station,latitude,longitude,pm10,pm2_5,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide,european_aqi,temperature_2m,precipitation
2026-05-01 06:00:00,Valladolid,41.6523,-4.7245,11.9,7.0,8.0,38.0,0.8,125.0,15,11.4,0.0
2026-05-01 07:00:00,Valladolid,41.6523,-4.7245,12.1,8.0,10.6,28.0,0.9,123.0,12,10.9,0.0
2026-05-01 08:00:00,Valladolid,41.6523,-4.7245,12.1,8.5,14.3,23.0,1.1,130.0,12,10.3,0.0
2026-05-01 09:00:00,Valladolid,41.6523,-4.7245,9.9,8.2,11.2,25.0,1.0,129.0,13,11.6,0.0
2026-05-01 10:00:00,Valladolid,41.6523,-4.7245,13.1,8.4,8.6,48.0,1.0,125.0,19,13.7,0.0
2026-05-01 11:00:00,Valladolid,41.6523,-4.7245,12.3,8.3,6.8,49.0,1.1,127.0,20,16.1,0.0
2026-05-01 12:00:00,Valladolid,41.6523,-4.7245,11.6,9.2,5.8,63.0,0.9,125.0,25,17.9,0.0
2026-05-01 13:00:00,Valladolid,41.6523,-4.7245,12.0,8.7,3.8,81.0,0.7,120.0,32,19.2,0.0
2026-05-01 14:00:00,Valladolid,41.6523,-4.7245,9.7,4.7,2.4,99.0,0.4,115.0,40,20.1,0.0
2026-05-01 15:00:00,Valladolid,41.6523,-4.7245,8.2,4.3,1.7,98.0,0.3,112.0,39,21.1,0.0
2026-05-01 16:00:00,Valladolid,41.6523,-4.7245,7.3,4.0,1.5,95.0,0.3,112.0,38,21.7,0.0
2026-05-01 17:00:00,Valladolid,41.6523,-4.7245,6.9,3.9,1.5,95.0,0.2,112.0,38,21.8,0.0
2026-05-01 18:00:00,Valladolid,41.6523,-4.7245,6.7,3.9,2.0,94.0,0.3,112.0,38,21.6,0.0
2026-05-01 19:00:00,Valladolid,41.6523,-4.7245,6.5,3.8,2.6,91.0,0.4,114.0,36,21.3,0.0
2026-05-01 20:00:00,Valladolid,41.6523,-4.7245,6.6,3.9,5.0,90.0,0.5,115.0,36,20.6,0.0
2026-05-01 21:00:00,Valladolid,41.6523,-4.7245,7.1,4.3,9.5,71.0,0.6,120.0,28,19.1,0.0
2026-05-01 22:00:00,Valladolid,41.6523,-4.7245,7.0,4.7,11.4,65.0,0.8,120.0,26,17.9,0.0
2026-05-01 23:00:00,Valladolid,41.6523,-4.7245,7.0,4.6,11.5,61.0,0.9,123.0,24,16.8,0.0
2026-05-02 00:00:00,Valladolid,41.6523,-4.7245,7.3,4.6,10.0,60.0,0.8,121.0,24,15.1,0.0
2026-05-02 01:00:00,Valladolid,41.6523,-4.7245,8.4,4.6,10.2,50.0,0.8,122.0,20,14.0,0.0
2026-05-02 02:00:00,Valladolid,41.6523,-4.7245,8.7,4.9,12.0,50.0,0.9,125.0,20,14.1,0.0
2026-05-02 03:00:00,Valladolid,41.6523,-4.7245,9.0,5.0,12.7,43.0,1.0,121.0,17,14.2,0.0
2026-05-02 04:00:00,Valladolid,41.6523,-4.7245,9.0,5.5,12.3,43.0,0.7,118.0,17,13.7,0.0
2026-05-02 05:00:00,Valladolid,41.6523,-4.7245,9.1,5.7,11.2,40.0,0.8,118.0,16,13.2,0.0
2026-05-02 06:00:00,Valladolid,41.6523,-4.7245,8.2,5.9,9.1,38.0,0.5,119.0,15,12.8,0.0
2026-05-02 07:00:00,Valladolid,41.6523,-4.7245,8.3,6.4,9.3,39.0,0.7,115.0,16,12.6,0.1
2026-05-02 08:00:00,Valladolid,41.6523,-4.7245,8.7,7.4,8.6,41.0,1.1,126.0,16,12.8,0.0
2026-05-02 09:00:00,Valladolid,41.6523,-4.7245,9.7,8.0,8.3,45.0,1.4,124.0,18,13.2,0.1
2026-05-02 10:00:00,Valladolid,41.6523,-4.7245,9.4,8.2,4.9,52.0,0.7,120.0,21,13.6,0.3
2026-05-02 11:00:00,Valladolid,41.6523,-4.7245,7.3,6.2,2.7,59.0,0.4,112.0,24,13.8,0.5
2026-05-02 12:00:00,Valladolid,41.6523,-4.7245,6.0,4.5,1.7,73.0,0.3,111.0,29,15.3,0.1
2026-05-02 13:00:00,Valladolid,41.6523,-4.7245,6.7,3.8,1.2,81.0,0.2,111.0,32,17.1,0.2
2026-05-02 14:00:00,Valladolid,41.6523,-4.7245,6.0,4.0,1.1,87.0,0.2,110.0,35,18.7,0.1
2026-05-02 15:00:00,Valladolid,41.6523,-4.7245,5.5,3.4,1.0,91.0,0.2,110.0,36,17.4,0.0
2026-05-02 16:00:00,Valladolid,41.6523,-4.7245,5.4,3.1,0.8,89.0,0.2,107.0,36,17.9,0.2
2026-05-02 17:00:00,Valladolid,41.6523,-4.7245,5.6,3.5,0.7,89.0,0.2,109.0,36,18.1,0.3
2026-05-02 18:00:00,Valladolid,41.6523,-4.7245,5.4,3.7,0.8,88.0,0.3,109.0,35,18.1,0.2
2026-05-02 19:00:00,Valladolid,41.6523,-4.7245,5.5,4.0,1.1,83.0,0.3,109.0,33,17.2,0.6
2026-05-02 20:00:00,Valladolid,41.6523,-4.7245,5.2,3.9,2.0,79.0,0.4,110.0,32,16.1,0.1
2026-05-02 21:00:00,Valladolid,41.6523,-4.7245,4.7,3.7,3.7,72.0,0.4,111.0,29,14.9,0.0
2026-05-02 22:00:00,Valladolid,41.6523,-4.7245,4.7,2.9,4.3,69.0,0.4,113.0,28,13.8,0.0
2026-05-02 23:00:00,Valladolid,41.6523,-4.7245,4.3,3.1,4.4,64.0,0.4,113.0,26,13.1,0.0
2026-05-03 00:00:00,Valladolid,41.6523,-4.7245,4.9,3.0,5.0,55.0,0.4,112.0,22,12.4,0.0
2026-05-03 01:00:00,Valladolid,41.6523,-4.7245,5.1,3.0,5.9,51.0,0.4,113.0,20,11.8,0.0
2026-05-03 02:00:00,Valladolid,41.6523,-4.7245,5.0,3.0,6.6,47.0,0.4,113.0,19,11.3,0.0
2026-05-03 03:00:00,Valladolid,41.6523,-4.7245,5.3,3.0,6.8,42.0,0.4,114.0,17,10.9,0.0
2026-05-03 04:00:00,Valladolid,41.6523,-4.7245,4.7,2.8,6.8,38.0,0.5,115.0,15,10.5,0.0
2026-05-03 05:00:00,Valladolid,41.6523,-4.7245,4.7,3.0,6.6,35.0,0.5,112.0,14,10.1,0.0
2026-05-03 06:00:00,Valladolid,41.6523,-4.7245,4.8,3.1,6.3,32.0,0.5,112.0,13,9.8,0.0
2026-05-03 07:00:00,Valladolid,41.6523,-4.7245,4.9,3.4,6.6,30.0,0.7,112.0,12,9.6,0.0
2026-05-03 08:00:00,Valladolid,41.6523,-4.7245,5.2,3.8,8.0,29.0,0.8,118.0,12,9.6,0.0
2026-05-03 09:00:00,Valladolid,41.6523,-4.7245,5.1,3.6,5.4,40.0,0.9,116.0,16,11.1,0.0
2026-05-03 10:00:00,Valladolid,41.6523,-4.7245,5.2,3.5,3.5,63.0,0.8,113.0,25,12.5,0.0
2026-05-03 11:00:00,Valladolid,41.6523,-4.7245,4.3,2.8,1.7,69.0,0.4,111.0,28,14.0,0.0
2026-05-03 12:00:00,Valladolid,41.6523,-4.7245,4.0,2.5,0.9,73.0,0.3,110.0,29,15.3,0.0
2026-05-03 13:00:00,Valladolid,41.6523,-4.7245,4.0,2.2,0.7,79.0,0.2,110.0,32,16.7,0.0
2026-05-03 14:00:00,Valladolid,41.6523,-4.7245,3.7,1.8,0.7,82.0,0.2,112.0,33,17.7,0.0
2026-05-03 15:00:00,Valladolid,41.6523,-4.7245,3.3,1.7,0.7,82.0,0.2,112.0,33,18.6,0.0
2026-05-03 16:00:00,Valladolid,41.6523,-4.7245,3.2,1.7,0.5,84.0,0.2,111.0,34,19.4,0.0
2026-05-03 17:00:00,Valladolid,41.6523,-4.7245,3.1,1.6,0.5,84.0,0.1,112.0,34,19.6,0.0
2026-05-03 18:00:00,Valladolid,41.6523,-4.7245,3.0,1.5,0.7,82.0,0.2,112.0,33,19.3,0.0
2026-05-03 19:00:00,Valladolid,41.6523,-4.7245,2.9,1.5,0.8,81.0,0.2,113.0,32,18.8,0.1
2026-05-03 20:00:00,Valladolid,41.6523,-4.7245,2.8,1.6,1.3,80.0,0.2,113.0,32,18.2,0.0
2026-05-03 21:00:00,Valladolid,41.6523,-4.7245,3.1,1.8,2.7,76.0,0.3,114.0,30,16.9,0.0
2026-05-03 22:00:00,Valladolid,41.6523,-4.7245,3.0,1.8,3.3,68.0,0.4,117.0,27,14.5,0.0
2026-05-03 23:00:00,Valladolid,41.6523,-4.7245,3.0,1.9,3.2,61.0,0.3,118.0,24,13.5,0.0
